Number,Gender,Title,First Name,Initial,Last Name,Address 1,Address 2,City,PROV,Postal Code,Email Address,Telephone Number,DOB,SIN,Expiry, Balance 
220310,female,Mrs.,Beatrice,A,Wright,1586 Reserve St,,Little Britain,ON,K0M 2C0,beatriceawright@gmail.com,705-786-8331,8/30/1970,468070404,27-Jan,"$430,687 "
220312,female,Ms.,Mary,B,Stephens,3236 rue des Églises Est,,Eastman,QC,J0E 1P0,marybstephens@gmail.com,450-297-7189,11/24/1954,292857190,23-Jul,"$429,800 "
220314,female,Mrs.,Mary,R,Rock,2490 Nelson Street,,Kaministiquia,ON,P0T 1X0,maryrrock@hotmail.com,807-933-6203,6/22/1974,468084595,23-Aug,"$429,800 "
220316,male,Mr.,Howard,D,Thames,1488 Robson St,,Vancouver,BC,V6B 3K9,howarddthames@gmail.com,604-687-6860,9/22/1989,715368379,26-Sep,"$424,350 "
220318,female,Dr.,Jennifer,A,Pastor,1361 Main St,,Rosetown,SK,S0L 2V0,jenniferapastor@gmail.com,306-219-9830,11/27/2000,643408164,25-Aug,"$423,500 "
220321,male,Mr.,Freddie,R,Ford,1279 MacLaren Street,,Ottawa,ON,K1P 5M7,freddierford@gmail.com,613-941-6491,12/7/1964,468124581,26-Nov,"$421,200 "
220324,male,Mr.,Raul,L,Moody,1404 Ontario St,,St Catharines,ON,L2N 1S8,raullmoody@gmail.com,905-646-8970,3/3/1956,468167994,24-Jan,"$419,650 "
220327,female,Mrs.,Jennifer,R,Littlefield,4186 Township Rd,,Bonnyville,AB,T9N 2J6,jenniferrlittlefield@hotmail.com,780-813-3580,7/19/1968,643409634,25-Jan,"$418,950 "
220350,male,Dr.,Douglas,M,Pineda,971 Tanner Street,,Vancouver,BC,V5R 2T4,douglasmpineda@gmail.com,604-312-0520,5/22/2001,715568663,23-Jun,"$411,950 "
220352,male,Mr.,Kyle,J,Gardner,2863 Bank St,,Ottawa,ON,K1H 7Z1,kylejgardner@hotmail.com,613-899-8316,12/14/1980,468564844,25-Nov,"$411,600 "
220355,male,Mr.,Jason,J,Daniel,4828 Sheppard Ave,,Toronto,ON,M1S 1T4,jasonjdaniel@gmail.com,416-329-7468,11/15/1982,468989447,24-May,"$411,600 "
220356,female,Ms.,Kathy,M,Clayton,4677 Westville Road,,New Dominion,PE,C0A 1H6,kathymclayton@rogers.com,902-675-0903,11/11/1972,156092124,23-Feb,"$409,800 "
220359,female,Ms.,Joanne,B,Duncan,3793 River Street,Unit 1,Camlachie,ON,N0N 1E0,joannebduncan@gmail.com,519-899-3607,12/18/1943,469250625,25-Dec,"$407,700 "
220361,female,Ms.,Jennifer,M,Mansell,169 Paris St,,Sudbury,ON,P3E 5J8,jennifermmansell@live.com,705-222-4754,8/23/2000,469263966,27-Jan,"$397,200 "
220363,female,Mrs.,Janelle,G,Pinson,3419 Bank St,,Ottawa,ON,K1H 7Z1,janellegpinson@execulink.com,613-868-7639,6/7/1976,469300404,24-May,"$395,625 "
220365,male,Mr.,Maurice,S,Luckett,2476 Ste. Catherine Ouest,,Montreal,QC,H9S 3H5,mauricesluckett@bell.net,514-780-4914,6/15/1970,293383279,26-May,"$384,900 "
220367,male,Mr.,Cary,A,Lamb,3157 Lake City Way,,Burnaby,BC,V5A 2Z6,caryalamb@gmail.com,604-612-1755,3/3/1997,715604005,25-Oct,"$375,000 "
220370,female,Ms.,Mary,R,Bell,3360 St. Paul Street,,Niagara Falls,ON,L2E 4E6,maryrbell@gmail.com,905-374-9737,1/22/1955,469381933,27-Dec,"$375,000 "
220373,female,Mrs.,Claire,R,Parker,4457 Papineau Avenue,,Montreal,QC,H2K 4J5,clairerparker@icloud.com,514-298-5535,7/14/1957,294148523,23-Sep,"$374,000 "
220376,male,Mr.,George,E,Black,3349 Reserve St,,Woodville,ON,K0M 2T0,georgeeblack@gmail.com,705-439-4653,4/24/1982,469382808,26-May,"$373,500 "
220395,male,Mr.,Keith,F,Edmonds,752 MacLaren Street,,Ottawa,ON,K1P 5M7,keithfedmonds@hotmail.com,613-957-5223,10/1/1953,469530562,25-Dec,"$369,250 "
220397,female,Ms.,Diana,K,Bartel,4620 Eglinton Avenue,,Toronto,ON,M4P 1A6,dianakbartel@gmail.com,416-356-4064,7/28/1963,469746952,26-Jul,"$366,300 "
220400,female,Mrs.,Patricia,H,Knight,2854 Edson Drive,,Edson,AB,T7E 1V0,patriciahknight@execulink.com,780-712-0443,12/21/1994,643465537,25-Apr,"$366,300 "
220401,female,Ms.,Margaret,S,Hunter,3964 Lock Street,Unit 1810,Galt,ON,N1R 3Y8,margaretshunter@gmail.com,519-623-3142,3/31/1942,469832745,23-Jun,"$355,800 "
220404,male,Mr.,George,M,Riddle,956 Silver Springs Blvd,,Calgary,AB,T3E 0K6,georgemriddle@gmail.com,403-246-2938,5/12/1984,643539398,27-Dec,"$355,500 "
220406,male,Mr.,Robert,T,Knight,947 7th Ave,,Calgary,AB,T2P 0W4,roberttknight@gmail.com,403-663-6762,5/5/1962,643545528,27-Apr,"$352,625 "
220408,male,Mr.,Tony,M,Burmeister,1203 Wallace Street,,Nanaimo,BC,V9R 3A8,tonymburmeister@gmail.com,250-668-1612,7/28/1961,715626750,26-Jul,"$352,625 "
220410,female,Mrs.,Catherine,M,Garner,616 Saint-Denis Street,,Montreal,QC,H9R 3J4,catherinemgarner@gmail.com,514-782-3717,8/12/1991,294693817,23-Feb,"$352,100 "
220412,female,Mrs.,Robin,T,Ramsey,1280 Pitt St,,Cornwall,ON,K6J 3R2,robintramsey@me.com,613-362-2376,6/4/1998,470586520,27-May,"$352,100 "
220415,male,Mr.,Timothy,B,Miller,1293 Parkdale Ave,,Brockville,ON,K6V 4X4,timothybmiller@gmail.com,613-498-9721,9/15/1966,470629601,25-Mar,"$349,625 "
220418,male,Mr.,Chad,R,Hardin,3529 A Avenue,# 303,Edmonton,AB,T5J 0K7,chadrhardin@gmail.com,780-498-5277,9/24/1956,643730096,24-Mar,"$349,625 "
220421,female,Ms.,Stacy,F,Martin,3791 Barton Street,,Stoney Creek,ON,L8G 2V1,stacyfmartin@mail.mcgill.ca,905-560-6581,8/18/1942,470646720,26-Oct,"$345,875 "
220610,male,Mr.,Roger,I,Richards,1028 184th Street,,Edmonton,AB,T5J 2R4,rogeririchards@gmail.com,780-903-6620,6/18/1950,643743859,25-Dec,"$345,100 "
220612,male,Mr.,David,K,Ward,3778 Hamilton Street,,Elfros,SK,S4P 3Y2,davidkward@gmail.com,306-328-5858,1/26/1994,643790785,25-Aug,"$345,100 "
220614,male,Mr.,Jason,M,Boudreaux,1013 Nelson Street,,Ogoki,ON,P0T 2L0,jasonmboudreaux@gmail.com,807-349-4751,10/22/1946,470754441,25-Jun,"$344,375 "
220616,male,Mr.,Victor,E,Churchill,2949 St. Paul Street,,St Catharines,ON,L2S 2K4,victorechurchill@gmail.com,905-228-1985,11/29/1952,470758418,27-Oct,"$343,875 "
220618,female,Mrs.,Helga,J,Pete,3276 Coldstream Avenue,,Vernon,BC,V1T 6N1,helgajpete@gmail.com,250-542-7768,8/27/1949,715686531,26-May,"$343,000 "
220622,male,Mr.,David,L,Cunningham,2316 Weir Crescent,,Toronto,ON,M1E 3T8,davidlcunningham@gmail.com,416-660-6495,12/25/1973,471136770,27-Jul,"$341,125 "
220624,female,Ms.,Katherine,J,Tracy,4216 Yonge Street,,Toronto,ON,M4W 1J7,katherinejtracy@gmail.com,416-543-2371,9/27/1993,471429415,25-Sep,"$341,125 "
220626,male,Mr.,Thomas,B,Cissell,4014 Boulevard Laflèche,,Riviere Du Loup,QC,G5R 3E9,thomasbcissell@gmail.com,418-868-2527,9/17/1982,294958319,24-Sep,"$336,900 "
220629,male,Mr.,Troy,B,Howard,1312 Coldstream Avenue,,Vernon,BC,V1T 6N1,troybhoward@gmail.com,250-542-9900,7/5/1977,715703203,24-Dec,"$333,187 "
220632,female,Ms.,Felicia,N,Pope,3526 Tchesinkut Lake Rd,,Francois Lake,BC,V0J 1E0,felicianpope@hotmail.com,250-695-6936,10/23/1944,715717419,26-Apr,"$330,300 "
220635,male,Mr.,Efrain,B,Bradley,4174 47th Avenue,,Mayo,YT,Y0B 1M0,efrainbbradley@gmail.com,867-996-4399,10/27/1948,715860748,24-Sep,"$330,225 "
220637,female,Mrs.,Eva,L,Beal,4820 Pitfield Blvd,,St Laurent,QC,H4S 1H3,evalbeal@gmail.com,514-817-4439,4/28/1955,295056618,27-Feb,"$330,000 "
220640,female,Mrs.,Jennifer,M,Lock,3927 49th Avenue,,Rae Lakes,NT,X0E 1R0,jennifermlock@gmail.com,867-997-6704,6/12/1955,643847940,27-Apr,"$328,200 "
220685,female,Mrs.,Loretta,P,Andrews,3120 Pape Ave,,Toronto,ON,M4E 2V5,lorettapandrews@gmail.com,416-694-7669,8/18/1979,471706887,25-Mar,"$328,200 "
220687,female,Mrs.,Monica,F,Butler,3830 Reserve St,,Gooderham,ON,K0M 1R0,monicafbutler@outlook.com,705-447-6417,12/13/1959,471747923,24-May,"$323,050 "
220689,male,Mr.,Fred,J,Thompson,1924 Grey Rd,,Flesherton,ON,N0C 1E0,fredjthompson@hotmail.com,519-924-9205,5/15/1977,471817833,27-Mar,"$316,125 "
220691,female,Ms.,Kimberly,R,Gillette,3091 Bay Street,,Toronto,ON,M5J 2R8,kimberlyrgillette@gmail.com,647-868-6485,6/1/1975,472124775,26-Feb,"$312,500 "
220693,female,Mrs.,Valerie,M,Wright,4673 Silver Springs Blvd,,Calgary,AB,T3E 0K6,valeriemwright@gmail.com,403-685-3418,3/18/1970,643984560,25-Jan,"$310,100 "
220697,female,Ms.,Margaret,J,Perez,3255 Haaglund Rd,,Bougie Creek,BC,V0H 0H0,margaretjperez@gmail.com,250-773-1248,6/25/1967,715894325,23-Jan,"$310,100 "
220699,male,Mr.,Fred,E,Conatser,2806 Algoma St,,Thunder Bay,ON,P7A 4T3,fredeconatser@gmail.com,807-767-3343,6/17/1997,644087264,24-Nov,"$305,125 "
220701,female,Ms.,Brandy,K,Sanon,2887 Churchill Plaza,,Sault Ste Marie,ON,P6A 1Z2,brandyksanon@gmail.com,705-971-1686,9/29/1938,472153964,27-Dec,"$305,125 "
220704,male,Mr.,Jordan,B,Edwards,4517 Acton Avenue,,Toronto,ON,M3H 4J1,jordanbedwards@gmail.com,416-634-5105,1/14/1980,472326727,27-Sep,"$304,750 "
220707,male,Mr.,James,R,Kinsley,3449 40th Street,,Calgary,AB,T2C 2P3,jamesrkinsley@gmail.com,403-570-6549,12/23/1938,644092140,27-Jul,"$303,000 "
220710,male,Mr.,Austin,E,Lopez,3620 Merivale Road,,Ottawa,ON,K2H 5B6,austinelopez@gmail.com,613-726-4438,7/10/1947,472583236,26-Oct,"$303,000 "
220712,female,Ms.,Lori,L,Burchett,827 Broadmoor Blvd,,Sherwood Park,AB,T8A 1V6,lorilburchett@yahoo.ca,780-464-6554,7/22/1942,644152571,23-Feb,"$302,000 "
220715,male,Mr.,Johnny,E,Forehand,417 Reserve St,,Golden Lake,ON,K0J 1X0,johnnyeforehand@gmail.com,613-625-4040,1/22/1952,472714559,27-Jun,"$298,375 "
220732,male,Mr.,Richard,M,Brown,2142 Robson St,,Vancouver,BC,V6B 3K9,richardmbrown@gmail.com,604-661-1576,8/21/1937,715902490,26-Mar,"$298,125 "
220734,female,Mrs.,Jessica,F,Patrick,4667 Roger Street,,Courtenay,BC,V9N 2J6,jessicafpatrick@gmail.com,250-207-9148,5/19/1955,715978524,24-Jan,"$297,300 "
220736,female,Mrs.,Sandra,B,Dudley,3943 Bridgeport Rd,,Hamilton,ON,L9A 4V3,sandrabdudley@gmail.com,905-318-5845,6/25/1979,472724335,24-Oct,"$297,300 "
220738,female,Ms.,Jeanine,M,Suitt,4736 Keith Road,,North Vancouver,BC,V5T 2C1,jeaninemsuitt@gmail.com,604-983-6611,7/12/1969,715979613,26-Jun,"$295,800 "
220740,female,Ms.,Roselyn,L,Redfern,3166 Balmy Beach Road,,Owen Sound,ON,N4K 2N7,roselynlredfern@gmail.com,519-372-7927,2/4/1995,472846864,23-Sep,"$287,700 "
220744,female,Ms.,Valerie,J,Tolliver,1904 Acton Avenue,,Toronto,ON,M3H 4J1,valeriejtolliver@gmail.com,416-372-3226,10/30/1970,473012177,27-Jun,"$287,400 "
220746,male,Dr.,Louis,D,Johns,4805 Pearl Street,,Streetsville,ON,L5M 1X2,louisdjohns@hotmail.com,905-812-3037,12/26/1959,473134450,27-Oct,"$284,500 "
220748,female,Ms.,Michelle,E,Williams,314 43rd Avenue,,Whitehorse,YT,Y1A 2A2,michelleewilliams@hotmail.com,867-456-0735,12/30/1979,716020268,27-Mar,"$277,200 "
220751,female,Ms.,Pennie,A,Malone,4665 Sixth Street,,New Westminister,BC,V3L 3C1,pennieamalone@gmail.com,604-209-3191,6/23/1973,716278296,25-Apr,"$275,400 "
220754,male,Mr.,Julian,J,Bradford,2734 Water Street,,Kitchener,ON,N2H 5A5,julianjbradford@gmail.com,519-743-8465,4/2/1998,473161396,25-Sep,"$269,500 "
220757,female,Mrs.,Eleanor,J,Platz,3172 Nelson Street,,Emo,ON,P0W 1E0,eleanorjplatz@hotmail.com,807-482-9631,2/19/1960,473391738,23-Nov,"$269,500 "
220759,male,Mr.,Rodney,H,Reyes,1824 St. John Street,,Qu'appelle,SK,S4P 3Y2,rodneyhreyes@gmail.com,306-699-2669,4/4/1969,644201790,26-Jun,"$268,125 "
220762,female,Ms.,Marinda,J,Lorenzo,1036 St Jean Baptiste St,,East Broughton,QC,G0N 1G0,marindajlorenzo@hotmail.com,418-427-0387,3/14/1977,295891105,24-Jul,"$268,125 "
220771,female,Ms.,Lashawn,T,Talbott,1538 Algoma St,,Thunder Bay,ON,P7A 4T3,lashawnttalbott@gmail.com,807-768-6202,2/25/1953,644407694,25-Mar,"$268,100 "
220773,male,Mr.,Eugene,D,Chavez,1407 St Jean Baptiste St,,St Wenceslas,QC,G0Z 1J0,eugenedchavez@gmail.com,819-224-3254,6/23/1961,295909154,23-Nov,"$266,400 "
220775,male,Mr.,Jeffrey,K,Brooks,647 Adelaide St,,Toronto,ON,M5H 1P6,jeffreykbrooks@outlook.com,416-587-9345,10/18/1974,473453199,26-Apr,"$263,750 "
220777,female,Ms.,Jennifer,W,Robinette,4750 47th Avenue,,Heisler,AB,T0A 1X0,jenniferwrobinette@outlook.com,780-889-1055,1/28/1973,644438699,26-Jan,"$261,900 "
220779,male,Mr.,Brian,D,Nielsen,2706 Pitfield Blvd,,Laval,QC,H7P 2C7,briandnielsen@gmail.com,450-627-3239,7/2/1978,296223902,24-Jun,"$260,875 "
220783,male,Mr.,Ron,J,Tapia,4636 Granville St,,Halifax,NS,B3J 1P3,ronjtapia@live.ca,902-412-0963,7/19/1983,156449142,27-Oct,"$255,900 "
220785,male,Mr.,Stephen,S,Johnson,4151 Central Pkwy,,Malton,ON,L5T 2B7,stephensjohnson@gmail.com,905-670-5481,1/17/1983,473576999,27-Mar,"$255,900 "
220787,male,Mr.,Patrick,S,Dolan,3547 Leduc Street,,Glen Robertson,ON,K0B 1H0,patricksdolan@live.com,613-874-0315,11/19/1972,473797314,27-Feb,"$254,450 "
220790,male,Mr.,Aaron,T,Flynn,4383 Whiskey Cove Road,,Ocean Falls,BC,V0T 1P0,aarontflynn@gmail.com,250-289-1014,1/25/1986,716537709,26-Feb,"$254,450 "
220793,male,Mr.,Francis,S,Williams,1492 Robson St,,Vancouver,BC,V6B 3K9,francisswilliams@gmail.com,604-975-7315,2/17/1990,716937339,26-Jan,"$252,000 "
220796,male,Mr.,Kory,L,Murphy,1646 4th Ave,,Stirling,AB,T0K 2E0,korylmurphy@gmail.com,403-756-1941,7/19/1982,644443970,25-Jan,"$251,125 "
220798,female,Ms.,Joanne,D,Scott,3763 rue Fournier,,St Jerome,QC,J7Z 5L3,joannedscott@gmail.com,450-822-2527,3/11/1976,296591845,23-Mar,"$251,125 "
220801,male,Mr.,Dwight,H,Beer,2578 Acton Avenue,,Toronto,ON,M3H 4J1,dwighthbeer@gmail.com,416-638-7314,4/8/1969,473859007,23-Mar,"$248,437 "
220805,male,Mr.,Charles,P,Doran,1138 Carlson Road,,Prince George,BC,V2L 5E5,charlespdoran@gmail.com,250-617-7012,6/16/1969,717051254,24-Jan,"$247,450 "
220807,male,Mr.,Christopher,S,Barnes,3629 Bay Street,,Toronto,ON,M5J 2R8,christophersbarnes@gmail.com,416-831-8742,3/22/1940,473898757,24-Sep,"$245,000 "
220809,female,Mrs.,Sara,R,Marr,4696 Embro St,,Otterville,ON,N0J 1R0,sararmarr@gmail.com,519-879-9650,11/6/1986,473966414,24-Oct,"$242,400 "
220811,female,Ms.,Dana,C,Davis,4583 Carling Avenue,,Ottawa,ON,K1Z 7B5,danacdavis@gmail.com,613-858-1614,8/8/1983,474224698,26-May,"$242,100 "
220813,male,Mr.,Chad,D,Erickson,3688 rue St-Henri,,Ville Le Gardeur,QC,J5Z 1R6,chadderickson@gmail.com,450-654-8497,12/16/1997,297005381,26-Nov,"$240,300 "
220817,male,Mr.,Michael,A,Fournier,4466 Lock Street,,Cambridge,ON,N1R 6J6,michaelafournier@outlook.com,519-629-4214,5/18/1996,474278728,23-Sep,"$239,500 "
220819,male,Mr.,Jan,S,Haskell,3938 De L'Acadie Boul,,Montreal,QC,H4N 3C5,janshaskell@gmail.com,514-946-8054,1/6/1966,297299836,24-Jul,"$236,400 "
220821,female,Ms.,Jennifer,R,Barron,4096 Pape Ave,,Toronto,ON,M4E 2V5,jenniferrbarron@hotmail.com,416-885-5716,3/20/1995,474375367,25-Sep,"$232,125 "
220824,female,Mrs.,Pauline,J,Esparza,3992 Danforth Avenue,,Toronto,ON,M4K 1A6,paulinejesparza@googlemail.com,416-405-1108,12/8/1945,474393824,23-Oct,"$227,875 "
220827,male,Mr.,Robert,C,Roberts,4846 Blind Bay Road,,Avola,BC,V0E 1C0,robertcroberts@live.ca,250-678-5596,1/18/1960,717181895,24-Jun,"$225,500 "
220830,female,Ms.,Sandra,R,Hendren,3393 George Street,,Peterborough,ON,K9H 2L1,sandrarhendren@gmail.com,705-755-9680,5/21/1997,474413747,24-Apr,"$225,500 "
220832,female,Mrs.,Karen,P,Quinn,1699 Carling Avenue,,Ottawa,ON,K1Z 7B5,karenpquinn@gmail.com,613-850-3628,11/28/2001,474419868,25-Aug,"$223,650 "
220835,female,Ms.,Cristal,W,Miller,3410 St. Paul Street,,Niagara Falls,ON,L2E 4E6,cristalwmiller@gmail.com,905-358-5652,8/1/1954,474538345,26-Jul,"$221,750 "
220839,female,Mrs.,Linda,R,Goza,1288 Bank St,apt 304,Ottawa,ON,K1H 7Z1,lindargoza@gmail.com,613-739-4483,3/2/1938,474572526,26-Apr,"$218,050 "
220841,male,Mr.,Don,C,Driver,4155 Gorham Street,,London,ON,N0N 0N0,doncdriver@gmail.com,519-675-6322,11/27/1955,474589942,24-Oct,"$218,000 "
220843,male,Mr.,Mark,S,Barlow,1493 Queens Sq,,Hespeler,ON,N3C 1H3,marksbarlow@gmail.com,519-658-8980,11/19/1940,474663580,26-Apr,"$213,250 "
220845,male,Mr.,Floyd,J,Montalto,4498 Pape Ave,,Toronto,ON,M4E 2V5,floydjmontalto@hotmail.com,416-691-1455,11/22/1979,474796992,27-Jun,"$213,250 "
220847,female,Ms.,Dawn,R,Jessup,1912 Bayfield St,,Richmond Hill,ON,L4C 3Y2,dawnrjessup@gmail.com,905-784-2596,12/26/1965,474832862,24-Mar,"$210,700 "
220851,male,Mr.,Jerry,J,Halsted,3199 Main St,,Dauphin,MB,R7N 2T3,jerryjhalsted@gmail.com,204-647-6548,1/10/1956,644512048,25-May,"$210,700 "
220853,male,Mr.,Leonard,J,Patchen,1324 Blanshard,,Victoria,BC,V8W 2H9,leonardjpatchen@gmail.com,250-405-1665,1/21/1996,717200448,26-Nov,"$207,500 "
220855,female,Mrs.,Selma,J,Downey,1268 Kennedy Rd,,Cobourg,ON,K9A 1J1,selmajdowney@hotmail.com,905-373-4294,5/22/1967,474862992,27-Mar,"$207,375 "
220858,female,Ms.,Maria,B,Palacios,1681 René-Lévesque Blvd,,Montreal,QC,H3B 4W8,mariabpalacios@gmail.com,514-996-0762,1/28/1946,297338907,23-Apr,"$206,700 "
220861,female,Ms.,Elizabeth,L,Rebello,4488 rue Fournier,,St Jerome,QC,J7Z 4V1,elizabethlrebello@gmail.com,450-512-5129,12/15/1966,297353518,26-Aug,"$206,700 "
220864,male,Mr.,Gene,C,Stolp,4625 rue Saint-Antoine,,Granby,QC,J2H 2H5,genecstolp@hotmail.com,450-525-1207,12/5/1956,297686289,26-Sep,"$205,625 "
220866,female,Ms.,Sandra,E,Hughes,1064 47th Avenue,,Grassland,AB,T0A 1V0,sandraehughes@gmail.com,780-525-4298,3/5/1959,644799116,25-Feb,"$201,075 "
220869,male,Mr.,Neil,B,Thompson,4085 Carling Avenue,,Ottawa,ON,K1Z 7B5,neilbthompson@rogers.com,613-294-9124,3/15/1951,475014015,26-Aug,"$1,207,500 "
220881,female,Mrs.,Darlene,R,James,1513 Dundas St,,London,ON,N6B 3L5,darlenerjames@gmail.com,519-318-2407,11/10/1991,475331039,27-Apr,"$1,140,750 "
220883,female,Ms.,Sharon,D,Principato,618 Bay Street,,Toronto,ON,M5J 2R8,sharondprincipato@gmail.com,416-732-7114,12/1/1993,475384129,27-Apr,"$1,138,050 "
220885,male,Mr.,David,C,Cowell,4894 Thurston Dr,APT 1108,Ottawa,ON,K1P 5J4,davidccowell@ualberta.ca,613-688-2447,11/8/1988,475617601,26-Aug,"$1,048,500 "
220887,female,Ms.,Jennifer,J,Ross,3795 Dundas St,,London,ON,N6B 3L5,jenniferjross@hotmail.com,519-280-1315,10/31/1966,475656153,24-Jul,"$1,038,100 "
220889,female,Mrs.,Melody,A,Rogers,4279 Rose Street,,Regina,SK,S4P 3V2,melodyarogers@hotmail.com,306-581-4662,9/5/1960,644808057,26-Jun,"$1,038,100 "
220893,female,Ms.,Jazmin,N,Balog,2983 Baker Street,,London,ON,N0N 0N0,jazminnbalog@gmail.com,519-432-9467,10/19/1986,475722195,23-May,"$1,006,950 "
220895,male,Mr.,Eugene,M,Tinsley,3867 MacLaren Street,,Ottawa,ON,K1P 5M7,eugenemtinsley@gmail.com,613-212-1221,8/15/1984,475821260,25-Aug,"$1,006,950 "
220897,male,Mr.,Arthur,D,Benson,3840 rue Saint-Antoine,,Granby,QC,J2G 4W7,arthurdbenson@yahoo.com,450-775-7284,8/26/1988,297712572,26-Oct,"$1,006,600 "
220900,male,Mr.,James,L,Schlenker,387 MacLaren Street,,Ottawa,ON,K1P 5M7,jameslschlenker@gmail.com,613-957-0474,8/26/1983,475962437,24-Sep,"$529,550 "
220903,male,Mr.,Andrew,C,Edwards,3390 Beaver Creek,,Thornhill,ON,L4J 1W2,andrewcedwards@yahoo.com,905-707-8104,11/17/1966,475972915,27-Sep,"$10,451 "
220906,male,Mr.,Henry,D,Young,95 Weston Rd,,Toronto,ON,M9N 1G4,henrydyoung@gmail.com,416-235-9406,6/10/1990,476441860,23-Oct,"$225,500 "
220908,female,Ms.,Clara,W,George,1781 Albert Street,,Hazlet,SK,S4P 3Y2,clarawgeorge@gmail.com,306-678-4449,11/19/1993,644826422,26-Dec,"$25,932 "
220911,male,Mr.,Stephen,G,Snyder,2329 Port Washington Road,,Foremost,AB,T0K 0X0,stephengsnyder@yahoo.com,403-867-3914,6/2/1970,644931230,24-Apr,"$352,100 "
220923,female,Ms.,Margarette,D,Wright,1590 Speers Road,,Oakville,ON,L6H 3H5,margarettedwright@gmail.com,905-483-5043,4/29/1991,476644265,23-Jul,"$18,540 "
220925,male,Mr.,Jason,J,Wirtz,1139 Kinchant St,,Prince George,BC,V2N 4M6,jasonjwirtz@gmail.com,250-963-2546,10/28/1984,717301857,26-Jun,"$352,625 "
220927,male,Mr.,Charles,H,Jimenez,1268 Landon Street,Apt 306,Warren,ON,P0H 2N0,charleshjimenez@gmail.com,705-967-8443,9/14/1975,476648878,26-Nov,"$43,125 "
220929,male,Mr.,Raymond,L,Walker,4706 Bayfield St,,Barrie,ON,L4M 4S7,raymondlwalker@gmail.com,705-795-7946,8/6/1990,476990908,26-Jul,"$600,300 "
220931,female,Ms.,Joan,S,Jordan,3884 Bay Street,,Toronto,ON,M5J 2R8,joansjordan@yahoo.ca,416-832-3173,7/20/1993,476994496,27-Jul,"$34,056 "
220935,male,Mr.,Louis,E,Elder,729 Rose Street,,Regina,SK,S4P 3Y2,louiseelder@gmail.com,306-527-5331,6/21/1998,644956989,25-Jul,"$32,670 "
220937,female,Ms.,Laura,J,Wilson,4864 Nelson Street,,Hudson,ON,P0V 1X0,laurajwilson@gmail.com,807-582-9862,5/6/1946,477052112,23-Jun,"$13,320 "
220939,female,Ms.,Crystal,S,Rodriquez,2275 St. John Street,Unit 2103,Colonsay,SK,S4P 3Y2,crystalsrodriquez@gmail.com,306-255-1776,12/16/1967,645005224,25-Jun,"$534,450 "
220942,male,Mr.,Jesus,A,Griffith,4673 Algoma St,,Thunder Bay,ON,P7A 4T3,jesusagriffith@gmail.com,807-939-8554,4/9/1960,645126699,26-Dec,"$645,300 "
220945,male,Mr.,Jason,R,Smith,1752 Carling Avenue,,Ottawa,ON,K1Z 7B5,jasonrsmith@gmail.com,613-862-7533,9/27/1995,477070999,25-Jun,"$36,340 "
220948,female,Ms.,Christina,K,Dallas,1301 Queen Elisabeth Blvd,,Kamsack,SK,S4P 3Y2,christinakdallas@gmail.com,306-542-1492,6/30/1970,645215658,25-May,"$962,500 "
220950,female,Mrs.,Refugio,E,Shirley,530 Côte Joyeuse,,St Apollinaire,QC,H0H 0H0,refugioeshirley@gmail.com,418-981-1325,7/15/1947,297799348,24-Mar,"$23,436 "
220953,male,Mr.,Ryan,L,Jones,1984 White Point Road,,Liverpool,NS,B0T 1K0,ryanljones@hotmail.com,902-646-6501,6/27/1998,158335372,27-May,"$527,438 "
220965,female,Ms.,Patricia,T,Tirado,4651 MacLaren Street,,Ottawa,ON,K1P 5M7,patriciattirado@hotmail.com,613-230-4933,8/8/1979,477097331,23-Dec,"$37,980 "
220967,male,Mr.,Jason,E,Kirby,4191 chemin Georges,,St Felix De Valois,QC,J0K 2M0,jasonekirby@gmaitl.com,450-889-3479,12/3/1972,297861163,23-Aug,"$11,802 "
220969,male,Mr.,Joseph,T,Casares,3741 rue Saint-Charles,,Longueuil,QC,J4H 1M3,josephtcasares@hotmail.ca,450-677-1238,7/26/1943,297980757,25-Mar,"$25,692 "
220971,female,Ms.,Greta,W,Ridgeway,385 Montreal Road,,Ottawa,ON,K1L 6C7,gretawridgeway@rogers.com,613-740-2359,1/25/1975,477203970,23-Nov,"$8,001 "
220973,female,Mrs.,Sharon,L,Duet,1595 Riedel Street,,Fort Mcmurray,AB,T9H 3J9,sharonlduet@hotmail.ca,780-790-3168,11/7/2000,645236464,27-Apr,"$9,225 "
220977,male,Mr.,Maurice,E,Armas,3607 53rd Street,,Rocky Mountain House,AB,T0M 1T1,mauriceearmas@pifinancial.com,403-845-5805,11/10/2002,645281429,26-Jul,"$27,339 "
220979,female,Ms.,Vivian,C,Hodges,3986 Sixth Street,,New Westminster,BC,V3L 3C1,vivianchodges@tbay.me,778-772-7011,1/13/1977,717346324,27-Nov,"$34,096 "
220981,male,Mr.,John,S,Payne,1442 Wellington Ave,,Chilliwack,BC,V2P 2M1,johnspayne@gmail.com,604-997-0202,12/10/1963,717384200,26-Apr,"$7,138 "
220984,male,Mr.,Perry,T,Langford,4871 Islington Ave,,Toronto,ON,M8V 3B6,perrytlangford@gmail.com,647-224-9947,10/8/2001,477207534,26-Mar,"$4,428 "
